Garrett Fritz,VP Product and Technology,"Los Angeles, CA",Swenson He
Garry Drummond,"Founder, President & CEO","Pleasanton, CA",LOCH Technologies
Gary Hoberman,CEO and Founder,"New York, NY",Unqork
Gary Sangha,CEO,"New York, NY",LexCheck
Gary Nakanelua,Managing Director of Innovation,"Bellevue, WA",Blueprint
Gary Simat,Chief Executive Officer,"Atlanta, GA",Performive
Gatis Dukurs,Technical Co-Founder,"Delaware, OH 43015",Printify
Gaurav Dhillon,Chairman and CEO,"San Francisco, CA",SnapLogic
Gaurav Kapoor,Chief Executive Officer and Co-Founder,"San Jose, CA",MetricStream
Gaurav Aggarwal,"Senior Vice President, Global Lead Cybersecurity - Security Solutions and GTM","Seattle, WA",Avanade Inc.
Gaurav Rishi,"VP, Product - Kasten by Veeam","San Francisco, CA",Veeam Software
Gaurav Kaushik,Founder & President,"New York, NY",ScienceIO
Gaurav Banga,Founder and CEO,"Cupertino, CA",Balbix
Gautam Roy,"SVP, Chief Technology Officer","Houston, TX",UNUM
Gautam Shah,"VP/Chief Product Officer, Carelon Services","San Francisco, CA",Elevance Health (formerly Anthem)
Gautam Hazari,Chief Technology Officer,"London, UK",Sekura.id
Gavin Hupp,VP of Information Technology,Florida,SeaWorld Parks & Entertainment
Gavin McMurdo,GM / VP Engineering,"Seattle, WA",IStreamPlanet
Gayatri Iyengar,"Head of Engineering, Logistics and Growth","San Francisco, CA",DoorDash
Gene Yoo,Chief Executive Officer,"Los Angeles, CA","Resecurity, Inc."
Gene Fay,CEO,"Boston, MA",ThreatX
Geneva Schlabach,Chief Executive Officer,"Winston-Salem, NC",Vispa
Gentry Lane,CEO/Founder,"Washington, DC",ANOVA Intelligence
Geoff Haydon,Chief Executive Officer,"Atlanta, GA",Open Systems
Geoff Webb,VP Product and Solution Strategy,"Houston, TX",isolved
Geoffrey Alphonso,Chief Executive Officer,Abu Dhabi - United Arab Emirates,Alef Education
Georg Beyschlag,President TeamViewer Americas,"Clearwater, FL",TeamViewer
George Kurian,Chief Executive Officer,"San Jose, CA",NetApp
George Popstefanov,CEO and Founder,"Dallas, TX",Koddi
George Anderson,Founder & CEO,"New York, NY","Ninth Wave / Enterprise Engineering, Inc."
George Murgatroyd,General Manager & Vice President - Digital Surgery,Europe,George Murgatroyd
George Elfond,CEO,"San Francisco, CA",Rallyware
George Sakellaris,CEO,"Boston, MA",Ameresco
George Alan Heimel,CTO,"New York, NY",Square360 Inc.
George Koutsaftes,President and CEO of Honeywell Safety and Productivity Solutions (SPS),"Charlotte, NC",Honeywell
Georgette Fraser-Moore,Chief Executive Officer,"Atlanta, GA",Transformation Lead LLC
Gerald Morrison,CTO,"Seattle, WA",SigmaSense LLC
Gerard Szatvanyi,"Founder, President and CEO","Québec City, QC, Canada",OSF Digital
Gerard Ramos,CEO,"New Orleans, LA",Revelry
Gerasim Hovhannisyan,CEO/ Co-Founder,Delaware,"EasyDMARC, Inc."
Gergo Vari,Founder | CEO,"Philadelphia, PA","Lensa, Inc."
Gerry Gebel,Head of Standards,"Boulder, CO",Strata Identity
Gerry Poirier,CEO and Founder,"Miami, FL",AngeLink
Ghufran Shah,Global CIO & Co-Founder,United Kingdom,Metsi Technologies Ltd
Giancarlo Di Vece,President and CEO,"Portland, OR","Unosquare, LLC"
Name,Designation,Location,Company
Name,Designation,Location,Company
AJ Abdallat,CEO,"Los Angeles, CA",Beyond Limits
Aamir Paul,"President, North America","Boston, MA",Schneider Electric
Aaron Mendes,CEO and Cofounder,"Los Angeles, CA",PrivacyHawk
Aaron Martin,"Vice President, Healthcare","Seattle, WA",Providence
Aaron Skonnard,CEO and Co-founder,"Salt Lake City, UT",Pluralsight
Aaron Vick,Former CEO. Lifelong introvert. Avid technology evangelist. Unapologetic nerd. Best Selling Author. Inventor.,"Jackson, MS",AaronVick.com
Aaron Labbé,Chief Technology Officer & Co-Founder,"Toronto, ON, Canada",LUCID
Aaron Burciaga,"Co-founder, chairman and CEO","Washington, DC",DataPrime
Aaron Harris,CTO,"Atlanta, GA",Sage
Aaron Patzer,Founder & CEO,"Auckland, New Zealand",Vital
Aaron White,Co-founder and Chief Architect,"Miami, FL",Vendr
Aaron Lazor,CEO,"Tel Aviv-Yafo, Israel",MyChargeBack
Aarti Joshi,Co-Founder & CEO,"Chicago, IL",Modak Analytics
Aatish M,Founder,"Seattle, WA",Strac
Ab Gaur,Founder & CEO,Singapore,Verticurl (a WPP Company)
Abakar Saidov,CEO,"London, UK",Beamery
Abdul Subhani,President & CEO,"Austin, TX",Centex Technologies
Abdullah Snobar,Executive Director & CEO,"Toronto, ON, Canada",The DMZ
Abe Ankumah,"VP & GM, SASE","San Francisco, CA",VMware
Abha Dogra,"SVP Digital Technology, Chief Architect and CIO North America","Boston, MA",Schneider Electric
Abhay Mitra,CTO & Co-founder,"San Francisco, CA",Nirvana Tech Inc
Abhay Gupta,Co-founder & CEO,"Los Altos, CA",Bidgely
Abhi Gite,VP Technology,"Houston, TX",Unum
Abhijay Bhatnagar,President and Co-Founder,"New York, NY",Cloaked
Name,Designation,Location,Company
AJ Abdallat,CEO,"Los Angeles, CA",Beyond Limits
